"","Mass.Feature","Replicate.Name","Adjusted.Area"
"38","2-Hydroxy-4-(methylthio)butyric acid","171009_Smp_IL1IT05um_1",278223.193548387
"39","2-Hydroxy-4-(methylthio)butyric acid","171009_Smp_IL1IT05um_2",269946.032258064
"40","2-Hydroxy-4-(methylthio)butyric acid","171009_Smp_IL1IT05um_3",215395.161290323
"41","2-Hydroxy-4-(methylthio)butyric acid","171016_Smp_IL2Control_1",172657.580645161
"42","2-Hydroxy-4-(methylthio)butyric acid","171016_Smp_IL2Control_2",223124.129032258
"43","2-Hydroxy-4-(methylthio)butyric acid","171016_Smp_IL2Control_3",286433.935483871
"44","2-Hydroxy-4-(methylthio)butyric acid","171016_Smp_IL2DMB_1",263244.225806452
"45","2-Hydroxy-4-(methylthio)butyric acid","171016_Smp_IL2DMB_2",203868.129032258
"46","2-Hydroxy-4-(methylthio)butyric acid","171016_Smp_IL2DMB_3",168483.451612903
"47","2-Hydroxy-4-(methylthio)butyric acid","171016_Smp_IL2DMBnoBT_1",162720.870967742
"48","2-Hydroxy-4-(methylthio)butyric acid","171016_Smp_IL2DMBnoBT_2",426598.419354839
"49","2-Hydroxy-4-(methylthio)butyric acid","171016_Smp_IL2DMBnoBT_3",203240.419354839
"50","2-Hydroxy-4-(methylthio)butyric acid","171016_Smp_IL2DSW_1",186225.838709677
"51","2-Hydroxy-4-(methylthio)butyric acid","171016_Smp_IL2DSW_2",283745.35483871
"52","2-Hydroxy-4-(methylthio)butyric acid","171016_Smp_IL2DSW_3",177876.64516129
"53","2-Hydroxy-4-(methylthio)butyric acid","171016_Smp_IL2noBT_1",248471.064516129
"54","2-Hydroxy-4-(methylthio)butyric acid","171016_Smp_IL2noBT_2",279680.677419355
"55","2-Hydroxy-4-(methylthio)butyric acid","171016_Smp_IL2noBT_3",194121.322580645
"56","2-Hydroxy-4-(methylthio)butyric acid","171016_Smp_IL2WBT_1",322833.612903226
"57","2-Hydroxy-4-(methylthio)butyric acid","171016_Smp_IL2WBT_2",237605.419354839
"58","2-Hydroxy-4-(methylthio)butyric acid","171016_Smp_IL2WBT_3",196666.774193548
"59","2-Hydroxy-4-(methylthio)butyric acid","171016_Smp_IL2IT0_1",136100.741935484
"60","2-Hydroxy-4-(methylthio)butyric acid","171016_Smp_IL2IT0_2",218634.741935484
"61","2-Hydroxy-4-(methylthio)butyric acid","171016_Smp_IL2IT0_3",211936.677419355
"62","2-Hydroxy-4-(methylthio)butyric acid","171023_Smp_IL2Control5um_1",269669.129032258
"63","2-Hydroxy-4-(methylthio)butyric acid","171023_Smp_IL2Control5um_2",190108.096774194
"64","2-Hydroxy-4-(methylthio)butyric acid","171023_Smp_IL2Control5um_3",330432.548387097
"65","2-Hydroxy-4-(methylthio)butyric acid","171023_Smp_IL2DMB5um_1",372090.580645161
"66","2-Hydroxy-4-(methylthio)butyric acid","171023_Smp_IL2DMB5um_2",214907.774193548
"67","2-Hydroxy-4-(methylthio)butyric acid","171023_Smp_IL2DMB5um_3",176406.064516129
"68","2-Hydroxy-4-(methylthio)butyric acid","171023_Smp_IL2DMBnoBT5um_1",292920.580645161
"69","2-Hydroxy-4-(methylthio)butyric acid","171023_Smp_IL2DMBnoBT5um_2",251664.806451613
"70","2-Hydroxy-4-(methylthio)butyric acid","171023_Smp_IL2DMBnoBT5um_3",247831.193548387
"71","2-Hydroxy-4-(methylthio)butyric acid","171023_Smp_IL2DSW5um_1",359423.193548387
"72","2-Hydroxy-4-(methylthio)butyric acid","171023_Smp_IL2DSW5um_2",271296.870967742
"73","2-Hydroxy-4-(methylthio)butyric acid","171023_Smp_IL2DSW5um_3",224987.612903226
"74","2-Hydroxy-4-(methylthio)butyric acid","171023_Smp_IL2noBT5um_1",289759.580645161
"75","2-Hydroxy-4-(methylthio)butyric acid","171023_Smp_IL2noBT5um_2",195547.935483871
"76","2-Hydroxy-4-(methylthio)butyric acid","171023_Smp_IL2noBT5um_3",271309.967741935
"77","2-Hydroxy-4-(methylthio)butyric acid","171023_Smp_IL2WBT5um_1",233406.032258065
"78","2-Hydroxy-4-(methylthio)butyric acid","171023_Smp_IL2WBT5um_2",288666.935483871
"79","2-Hydroxy-4-(methylthio)butyric acid","171023_Smp_IL2WBT5um_3",196965.193548387
"80","2-Hydroxy-4-(methylthio)butyric acid","171023_Smp_IL2IT05um_1",192917.35483871
"81","2-Hydroxy-4-(methylthio)butyric acid","171023_Smp_IL2IT05um_2",281790.193548387
"82","2-Hydroxy-4-(methylthio)butyric acid","171023_Smp_IL2IT05um_3",370685.483870968
"83","3-Sulfopyruvic acid","171002_Smp_IL1Control_1",NA
"84","3-Sulfopyruvic acid","171002_Smp_IL1Control_2",4835.76161522818
"85","3-Sulfopyruvic acid","171002_Smp_IL1Control_3",20315.6112261651
"86","3-Sulfopyruvic acid","171002_Smp_IL1DMB_1",NA
"87","3-Sulfopyruvic acid","171002_Smp_IL1DMB_2",NA
"88","3-Sulfopyruvic acid","171002_Smp_IL1DMB_3",NA
"89","3-Sulfopyruvic acid","171002_Smp_IL1DMBnoBT_1",NA
"90","3-Sulfopyruvic acid","171002_Smp_IL1DMBnoBT_2",NA
"91","3-Sulfopyruvic acid","171002_Smp_IL1DSW_1",NA
"92","3-Sulfopyruvic acid","171002_Smp_IL1DSW_3",6504.03088005776
"93","3-Sulfopyruvic acid","171002_Smp_IL1noBT_1",29511.5377634601
"94","3-Sulfopyruvic acid","171002_Smp_IL1noBT_2",13177.5520589797
"95","3-Sulfopyruvic acid","171002_Smp_IL1noBT_3",NA
"96","3-Sulfopyruvic acid","171002_Smp_IL1WBT_1",NA
"97","3-Sulfopyruvic acid","171002_Smp_IL1WBT_2",NA
"98","3-Sulfopyruvic acid","171002_Smp_IL1WBT_3",NA
"99","3-Sulfopyruvic acid","171002_Smp_IL1IT0_1",NA
"100","3-Sulfopyruvic acid","171002_Smp_IL1IT0_2",6389.43144129736
"101","3-Sulfopyruvic acid","171002_Smp_IL1IT0_3",NA
"102","3-Sulfopyruvic acid","171009_Smp_IL1Control5um_1",NA
"103","3-Sulfopyruvic acid","171009_Smp_IL1Control5um_2",37992.3862295371
"104","3-Sulfopyruvic acid","171009_Smp_IL1Control5um_3",NA
"105","3-Sulfopyruvic acid","171009_Smp_IL1DMB5um_1",NA
"106","3-Sulfopyruvic acid","171009_Smp_IL1DMB5um_2",NA
"107","3-Sulfopyruvic acid","171009_Smp_IL1DMB5um_3",NA
"108","3-Sulfopyruvic acid","171009_Smp_IL1DMBnoBT5um_1",NA
"109","3-Sulfopyruvic acid","171009_Smp_IL1DMBnoBT5um_2",NA
"110","3-Sulfopyruvic acid","171009_Smp_IL1DMBnoBT5um_3",NA
"111","3-Sulfopyruvic acid","171009_Smp_IL1DSW5um_1",NA
"112","3-Sulfopyruvic acid","171009_Smp_IL1DSW5um_2",NA
"113","3-Sulfopyruvic acid","171009_Smp_IL1DSW5um_3",NA
"114","3-Sulfopyruvic acid","171009_Smp_IL1noBT5um_1",NA
"115","3-Sulfopyruvic acid","171009_Smp_IL1noBT5um_2",NA
"116","3-Sulfopyruvic acid","171009_Smp_IL1noBT5um_3",NA
"117","3-Sulfopyruvic acid","171009_Smp_IL1WBT5um_1",NA
"118","3-Sulfopyruvic acid","171009_Smp_IL1WBT5um_2",NA
"119","3-Sulfopyruvic acid","171009_Smp_IL1WBT5um_3",NA
"120","3-Sulfopyruvic acid","171009_Smp_IL1IT05um_1",NA
"121","3-Sulfopyruvic acid","171009_Smp_IL1IT05um_2",NA
"122","3-Sulfopyruvic acid","171009_Smp_IL1IT05um_3",NA
"123","3-Sulfopyruvic acid","171016_Smp_IL2Control_1",NA
"124","3-Sulfopyruvic acid","171016_Smp_IL2Control_2",NA
"125","3-Sulfopyruvic acid","171016_Smp_IL2Control_3",NA
"126","3-Sulfopyruvic acid","171016_Smp_IL2DMB_1",NA
"127","3-Sulfopyruvic acid","171016_Smp_IL2DMB_2",NA
"128","3-Sulfopyruvic acid","171016_Smp_IL2DMB_3",NA
"129","3-Sulfopyruvic acid","171016_Smp_IL2DMBnoBT_1",NA
"130","3-Sulfopyruvic acid","171016_Smp_IL2DMBnoBT_2",NA
"131","3-Sulfopyruvic acid","171016_Smp_IL2DMBnoBT_3",NA
"132","3-Sulfopyruvic acid","171016_Smp_IL2DSW_1",NA
"133","3-Sulfopyruvic acid","171016_Smp_IL2DSW_2",NA
"134","3-Sulfopyruvic acid","171016_Smp_IL2DSW_3",NA
"135","3-Sulfopyruvic acid","171016_Smp_IL2noBT_1",NA
"136","3-Sulfopyruvic acid","171016_Smp_IL2noBT_2",NA
"137","3-Sulfopyruvic acid","171016_Smp_IL2noBT_3",NA
"138","3-Sulfopyruvic acid","171016_Smp_IL2WBT_1",NA
"139","3-Sulfopyruvic acid","171016_Smp_IL2WBT_2",NA
"140","3-Sulfopyruvic acid","171016_Smp_IL2WBT_3",NA
"141","3-Sulfopyruvic acid","171016_Smp_IL2IT0_1",NA
"142","3-Sulfopyruvic acid","171016_Smp_IL2IT0_2",NA
"143","3-Sulfopyruvic acid","171016_Smp_IL2IT0_3",NA
"144","3-Sulfopyruvic acid","171023_Smp_IL2Control5um_1",12693.593372732
"145","3-Sulfopyruvic acid","171023_Smp_IL2Control5um_2",NA
"146","3-Sulfopyruvic acid","171023_Smp_IL2Control5um_3",NA
"147","3-Sulfopyruvic acid","171023_Smp_IL2DMB5um_1",NA
"148","3-Sulfopyruvic acid","171023_Smp_IL2DMB5um_2",NA
"149","3-Sulfopyruvic acid","171023_Smp_IL2DMB5um_3",NA
"150","3-Sulfopyruvic acid","171023_Smp_IL2DMBnoBT5um_1",NA
"151","3-Sulfopyruvic acid","171023_Smp_IL2DMBnoBT5um_2",NA
"152","3-Sulfopyruvic acid","171023_Smp_IL2DMBnoBT5um_3",NA
"153","3-Sulfopyruvic acid","171023_Smp_IL2DSW5um_1",NA
"154","3-Sulfopyruvic acid","171023_Smp_IL2DSW5um_2",NA
"155","3-Sulfopyruvic acid","171023_Smp_IL2DSW5um_3",NA
"156","3-Sulfopyruvic acid","171023_Smp_IL2noBT5um_1",NA
"157","3-Sulfopyruvic acid","171023_Smp_IL2noBT5um_2",NA
"158","3-Sulfopyruvic acid","171023_Smp_IL2noBT5um_3",NA
"159","3-Sulfopyruvic acid","171023_Smp_IL2WBT5um_1",NA
"160","3-Sulfopyruvic acid","171023_Smp_IL2WBT5um_2",NA
"161","3-Sulfopyruvic acid","171023_Smp_IL2WBT5um_3",NA
"162","3-Sulfopyruvic acid","171023_Smp_IL2IT05um_1",NA
"163","3-Sulfopyruvic acid","171023_Smp_IL2IT05um_2",NA
"164","3-Sulfopyruvic acid","171023_Smp_IL2IT05um_3",NA
"165","Hydroxyisoleucine","171002_Smp_IL1Control_1",37845258.1935484
"166","Hydroxyisoleucine","171002_Smp_IL1Control_1",37845258.1935484
"167","Hydroxyisoleucine","171002_Smp_IL1Control_2",37545016.516129
"168","Hydroxyisoleucine","171002_Smp_IL1Control_2",37545016.516129
"169","Hydroxyisoleucine","171002_Smp_IL1Control_3",17200508.0645161
"170","Hydroxyisoleucine","171002_Smp_IL1Control_3",17200508.0645161
"171","Hydroxyisoleucine","171002_Smp_IL1DMB_1",29693425.5483871
"172","Hydroxyisoleucine","171002_Smp_IL1DMB_1",29693425.5483871
"173","Hydroxyisoleucine","171002_Smp_IL1DMB_2",42627178.5806452
"174","Hydroxyisoleucine","171002_Smp_IL1DMB_2",42627178.5806452
"175","Hydroxyisoleucine","171002_Smp_IL1DMB_3",50085465.9354839
"176","Hydroxyisoleucine","171002_Smp_IL1DMB_3",50085465.9354839
"177","Hydroxyisoleucine","171002_Smp_IL1DMBnoBT_1",45263188.7741935
"178","Hydroxyisoleucine","171002_Smp_IL1DMBnoBT_1",45263188.7741935
"179","Hydroxyisoleucine","171002_Smp_IL1DMBnoBT_2",44064867.6129032
"180","Hydroxyisoleucine","171002_Smp_IL1DMBnoBT_2",44064867.6129032
"181","Hydroxyisoleucine","171002_Smp_IL1DSW_1",25231455.6129032
"182","Hydroxyisoleucine","171002_Smp_IL1DSW_1",25231455.6129032
"183","Hydroxyisoleucine","171002_Smp_IL1DSW_3",27460562.1290323
"184","Hydroxyisoleucine","171002_Smp_IL1DSW_3",27460562.1290323
"185","Hydroxyisoleucine","171002_Smp_IL1noBT_1",61250701.6774193
"186","Hydroxyisoleucine","171002_Smp_IL1noBT_1",61250701.6774193
"187","Hydroxyisoleucine","171002_Smp_IL1noBT_2",46184700.2580645
"188","Hydroxyisoleucine","171002_Smp_IL1noBT_2",46184700.2580645
"189","Hydroxyisoleucine","171002_Smp_IL1noBT_3",30271008.2580645
"190","Hydroxyisoleucine","171002_Smp_IL1noBT_3",30271008.2580645
"191","Hydroxyisoleucine","171002_Smp_IL1WBT_1",43107590.7096774
"192","Hydroxyisoleucine","171002_Smp_IL1WBT_1",43107590.7096774
"193","Hydroxyisoleucine","171002_Smp_IL1WBT_2",42775669.8064516
"194","Hydroxyisoleucine","171002_Smp_IL1WBT_2",42775669.8064516
"195","Hydroxyisoleucine","171002_Smp_IL1WBT_3",50276465.5483871
"196","Hydroxyisoleucine","171002_Smp_IL1WBT_3",50276465.5483871
"197","Hydroxyisoleucine","171002_Smp_IL1IT0_1",52078585.4193548
"198","Hydroxyisoleucine","171002_Smp_IL1IT0_1",52078585.4193548
"199","Hydroxyisoleucine","171002_Smp_IL1IT0_2",48836220.7741935
"200","Hydroxyisoleucine","171002_Smp_IL1IT0_2",48836220.7741935
"201","Hydroxyisoleucine","171002_Smp_IL1IT0_3",63537914.8387097
"202","Hydroxyisoleucine","171002_Smp_IL1IT0_3",63537914.8387097
"203","Hydroxyisoleucine","171009_Smp_IL1Control5um_1",105954901.419355
"204","Hydroxyisoleucine","171009_Smp_IL1Control5um_1",105954901.419355
"205","Hydroxyisoleucine","171009_Smp_IL1Control5um_2",159764270.451613
"206","Hydroxyisoleucine","171009_Smp_IL1Control5um_2",159764270.451613
"207","Hydroxyisoleucine","171009_Smp_IL1Control5um_3",141343230.967742
"208","Hydroxyisoleucine","171009_Smp_IL1Control5um_3",141343230.967742
"209","Hydroxyisoleucine","171009_Smp_IL1DMB5um_1",108997289.548387
"210","Hydroxyisoleucine","171009_Smp_IL1DMB5um_1",108997289.548387
"211","Hydroxyisoleucine","171009_Smp_IL1DMB5um_2",94780980.6451613
"212","Hydroxyisoleucine","171009_Smp_IL1DMB5um_2",94780980.6451613
"213","Hydroxyisoleucine","171009_Smp_IL1DMB5um_3",84954441.0322581
"214","Hydroxyisoleucine","171009_Smp_IL1DMB5um_3",84954441.0322581
"215","Hydroxyisoleucine","171009_Smp_IL1DMBnoBT5um_1",143103407.483871
"216","Hydroxyisoleucine","171009_Smp_IL1DMBnoBT5um_1",143103407.483871
"217","Hydroxyisoleucine","171009_Smp_IL1DMBnoBT5um_2",81970846.1935484
"218","Hydroxyisoleucine","171009_Smp_IL1DMBnoBT5um_2",81970846.1935484
"219","Hydroxyisoleucine","171009_Smp_IL1DMBnoBT5um_3",100587716.129032
"220","Hydroxyisoleucine","171009_Smp_IL1DMBnoBT5um_3",100587716.129032
"221","Hydroxyisoleucine","171009_Smp_IL1DSW5um_1",61673892.1290323
"222","Hydroxyisoleucine","171009_Smp_IL1DSW5um_1",61673892.1290323
"223","Hydroxyisoleucine","171009_Smp_IL1DSW5um_2",69644461.6774193
"224","Hydroxyisoleucine","171009_Smp_IL1DSW5um_2",69644461.6774193
"225","Hydroxyisoleucine","171009_Smp_IL1DSW5um_3",80252377.2903226
"226","Hydroxyisoleucine","171009_Smp_IL1DSW5um_3",80252377.2903226
"227","Hydroxyisoleucine","171009_Smp_IL1noBT5um_1",150624413.419355
"228","Hydroxyisoleucine","171009_Smp_IL1noBT5um_1",150624413.419355
"229","Hydroxyisoleucine","171009_Smp_IL1noBT5um_2",99879988.9032258
"230","Hydroxyisoleucine","171009_Smp_IL1noBT5um_2",99879988.9032258
"231","Hydroxyisoleucine","171009_Smp_IL1noBT5um_3",182314580.645161
"232","Hydroxyisoleucine","171009_Smp_IL1noBT5um_3",182314580.645161
"233","Hydroxyisoleucine","171009_Smp_IL1WBT5um_1",46978578.0645161
"234","Hydroxyisoleucine","171009_Smp_IL1WBT5um_1",46978578.0645161
"235","Hydroxyisoleucine","171009_Smp_IL1WBT5um_2",127507888.516129
"236","Hydroxyisoleucine","171009_Smp_IL1WBT5um_2",127507888.516129
"237","Hydroxyisoleucine","171009_Smp_IL1WBT5um_3",64526092.6451613
"238","Hydroxyisoleucine","171009_Smp_IL1WBT5um_3",64526092.6451613
"239","Hydroxyisoleucine","171009_Smp_IL1IT05um_1",50275537.5483871
"240","Hydroxyisoleucine","171009_Smp_IL1IT05um_1",50275537.5483871
"241","Hydroxyisoleucine","171009_Smp_IL1IT05um_2",27026480.7741935
"242","Hydroxyisoleucine","171009_Smp_IL1IT05um_2",27026480.7741935
"243","Hydroxyisoleucine","171009_Smp_IL1IT05um_3",92629315.3548387
"244","Hydroxyisoleucine","171009_Smp_IL1IT05um_3",92629315.3548387
"245","Hydroxyisoleucine","171016_Smp_IL2Control_1",20748128.5806452
"246","Hydroxyisoleucine","171016_Smp_IL2Control_1",20748128.5806452
"247","Hydroxyisoleucine","171016_Smp_IL2Control_2",36968305.6774193
"248","Hydroxyisoleucine","171016_Smp_IL2Control_2",36968305.6774193
"249","Hydroxyisoleucine","171016_Smp_IL2Control_3",34411377.5483871
"250","Hydroxyisoleucine","171016_Smp_IL2Control_3",34411377.5483871
"251","Hydroxyisoleucine","171016_Smp_IL2DMB_1",40938895.8709677
"252","Hydroxyisoleucine","171016_Smp_IL2DMB_1",40938895.8709677
"253","Hydroxyisoleucine","171016_Smp_IL2DMB_2",36520336.1290323
"254","Hydroxyisoleucine","171016_Smp_IL2DMB_2",36520336.1290323
"255","Hydroxyisoleucine","171016_Smp_IL2DMB_3",44319502.5806452
"256","Hydroxyisoleucine","171016_Smp_IL2DMB_3",44319502.5806452
"257","Hydroxyisoleucine","171016_Smp_IL2DMBnoBT_1",49632792.7741935
"258","Hydroxyisoleucine","171016_Smp_IL2DMBnoBT_1",49632792.7741935
"259","Hydroxyisoleucine","171016_Smp_IL2DMBnoBT_2",49722625.4193548
"260","Hydroxyisoleucine","171016_Smp_IL2DMBnoBT_2",49722625.4193548
"261","Hydroxyisoleucine","171016_Smp_IL2DMBnoBT_3",39249774.9677419
"262","Hydroxyisoleucine","171016_Smp_IL2DMBnoBT_3",39249774.9677419
"263","Hydroxyisoleucine","171016_Smp_IL2DSW_1",38257593.2903226
"264","Hydroxyisoleucine","171016_Smp_IL2DSW_1",38257593.2903226
"265","Hydroxyisoleucine","171016_Smp_IL2DSW_2",37420728.1290323
"266","Hydroxyisoleucine","171016_Smp_IL2DSW_2",37420728.1290323
"267","Hydroxyisoleucine","171016_Smp_IL2DSW_3",36922002.9677419
"268","Hydroxyisoleucine","171016_Smp_IL2DSW_3",36922002.9677419
"269","Hydroxyisoleucine","171016_Smp_IL2noBT_1",52718078.4516129
"270","Hydroxyisoleucine","171016_Smp_IL2noBT_1",52718078.4516129
"271","Hydroxyisoleucine","171016_Smp_IL2noBT_2",56934259.3548387
"272","Hydroxyisoleucine","171016_Smp_IL2noBT_2",56934259.3548387
"273","Hydroxyisoleucine","171016_Smp_IL2noBT_3",28253727.0967742
"274","Hydroxyisoleucine","171016_Smp_IL2noBT_3",28253727.0967742
"275","Hydroxyisoleucine","171016_Smp_IL2WBT_1",31543827.6129032
"276","Hydroxyisoleucine","171016_Smp_IL2WBT_1",31543827.6129032
"277","Hydroxyisoleucine","171016_Smp_IL2WBT_2",37839095.2258065
"278","Hydroxyisoleucine","171016_Smp_IL2WBT_2",37839095.2258065
"279","Hydroxyisoleucine","171016_Smp_IL2WBT_3",30825435.8709677
"280","Hydroxyisoleucine","171016_Smp_IL2WBT_3",30825435.8709677
"281","Hydroxyisoleucine","171016_Smp_IL2IT0_1",50154006.9677419
"282","Hydroxyisoleucine","171016_Smp_IL2IT0_1",50154006.9677419
"283","Hydroxyisoleucine","171016_Smp_IL2IT0_2",55667434.5806452
"284","Hydroxyisoleucine","171016_Smp_IL2IT0_2",55667434.5806452
"285","Hydroxyisoleucine","171016_Smp_IL2IT0_3",57334601.5483871
"286","Hydroxyisoleucine","171016_Smp_IL2IT0_3",57334601.5483871
"287","Hydroxyisoleucine","171023_Smp_IL2Control5um_1",66379256.2580645
"288","Hydroxyisoleucine","171023_Smp_IL2Control5um_1",66379256.2580645
"289","Hydroxyisoleucine","171023_Smp_IL2Control5um_2",54651674.9677419
"290","Hydroxyisoleucine","171023_Smp_IL2Control5um_2",54651674.9677419
"291","Hydroxyisoleucine","171023_Smp_IL2Control5um_3",102435536.258065
"292","Hydroxyisoleucine","171023_Smp_IL2Control5um_3",102435536.258065
"293","Hydroxyisoleucine","171023_Smp_IL2DMB5um_1",72016422.1935484
"294","Hydroxyisoleucine","171023_Smp_IL2DMB5um_1",72016422.1935484
"295","Hydroxyisoleucine","171023_Smp_IL2DMB5um_2",71193465.8064516
"296","Hydroxyisoleucine","171023_Smp_IL2DMB5um_2",71193465.8064516
"297","Hydroxyisoleucine","171023_Smp_IL2DMB5um_3",100732334.451613
"298","Hydroxyisoleucine","171023_Smp_IL2DMB5um_3",100732334.451613
"299","Hydroxyisoleucine","171023_Smp_IL2DMBnoBT5um_1",53403185.6774193
"300","Hydroxyisoleucine","171023_Smp_IL2DMBnoBT5um_1",53403185.6774193
"301","Hydroxyisoleucine","171023_Smp_IL2DMBnoBT5um_2",48849774.0645161
"302","Hydroxyisoleucine","171023_Smp_IL2DMBnoBT5um_2",48849774.0645161
"303","Hydroxyisoleucine","171023_Smp_IL2DMBnoBT5um_3",58659620.9032258
"304","Hydroxyisoleucine","171023_Smp_IL2DMBnoBT5um_3",58659620.9032258
"305","Hydroxyisoleucine","171023_Smp_IL2DSW5um_1",95291687.483871
"306","Hydroxyisoleucine","171023_Smp_IL2DSW5um_1",95291687.483871
"307","Hydroxyisoleucine","171023_Smp_IL2DSW5um_2",79584396.9032258
"308","Hydroxyisoleucine","171023_Smp_IL2DSW5um_2",79584396.9032258
"309","Hydroxyisoleucine","171023_Smp_IL2DSW5um_3",80294578.8387097
"310","Hydroxyisoleucine","171023_Smp_IL2DSW5um_3",80294578.8387097
"311","Hydroxyisoleucine","171023_Smp_IL2noBT5um_1",51540472.6451613
"312","Hydroxyisoleucine","171023_Smp_IL2noBT5um_1",51540472.6451613
"313","Hydroxyisoleucine","171023_Smp_IL2noBT5um_2",82959443.0967742
"314","Hydroxyisoleucine","171023_Smp_IL2noBT5um_2",82959443.0967742
"315","Hydroxyisoleucine","171023_Smp_IL2noBT5um_3",85673783.2258064
"316","Hydroxyisoleucine","171023_Smp_IL2noBT5um_3",85673783.2258064
"317","Hydroxyisoleucine","171023_Smp_IL2WBT5um_1",67636232.2580645
"318","Hydroxyisoleucine","171023_Smp_IL2WBT5um_1",67636232.2580645
"319","Hydroxyisoleucine","171023_Smp_IL2WBT5um_2",87849890.8387097
"320","Hydroxyisoleucine","171023_Smp_IL2WBT5um_2",87849890.8387097
"321","Hydroxyisoleucine","171023_Smp_IL2WBT5um_3",45966223.6129032
"322","Hydroxyisoleucine","171023_Smp_IL2WBT5um_3",45966223.6129032
"323","Hydroxyisoleucine","171023_Smp_IL2IT05um_1",44490995.483871
"324","Hydroxyisoleucine","171023_Smp_IL2IT05um_1",44490995.483871
"325","Hydroxyisoleucine","171023_Smp_IL2IT05um_2",61515110.5806452
"326","Hydroxyisoleucine","171023_Smp_IL2IT05um_2",61515110.5806452
"327","Hydroxyisoleucine","171023_Smp_IL2IT05um_3",64702412.6451613
"328","Hydroxyisoleucine","171023_Smp_IL2IT05um_3",64702412.6451613
"329","O-Acetylcarnitine","171002_Smp_IL1Control_1",8092453.74193548
"330","O-Acetylcarnitine","171002_Smp_IL1Control_1",8092453.74193548
"331","O-Acetylcarnitine","171002_Smp_IL1Control_2",8934676.41935484
